,occ_code,occ_title,tot_emp_2019,h_mean_2019,a_mean_2019,tot_emp_2018,h_mean_2018,a_mean_2018,tot_emp_2017,h_mean_2017,a_mean_2017,tot_emp_2016,h_mean_2016,a_mean_2016,tot_emp_2015,h_mean_2015,a_mean_2015,tot_emp_2014,h_mean_2014,a_mean_2014,tot_emp_2013,h_mean_2013,a_mean_2013,tot_emp_2012,h_mean_2012,a_mean_2012,tot_emp_2011,h_mean_2011,a_mean_2011,tot_emp_2010,h_mean_2010,a_mean_2010,tot_emp_2009,h_mean_2009,a_mean_2009
107,13-2020,Property Appraisers and Assessors,56320,30.58,63610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,13-2020,Property Appraisers and Assessors,56320,30.58,63610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,13-2030,Budget Analysts,51460,38.61,80300,52810.0,38.38,79830,54550.0,37.83,78680,54700.0,37.1,77170,56300.0,36.13,75150,57120.0,35.55,73940,58740.0,34.89,72560,58280.0,34.66,72100,,,,,,,,,
110,13-2031,Budget Analysts,51460,38.61,80300,52810.0,38.38,79830,54550.0,37.83,78680,54700.0,37.1,77170,56300.0,36.13,75150,57120.0,35.55,73940,58740.0,34.89,72560,58280.0,34.66,72100,57110.0,34.35,71450,58290.0,33.97,70660,,,
111,13-2040,Credit Analysts,73930,40.83,84930,74820.0,39.57,82300,74850.0,39.86,82900,72930.0,39.02,81160,70840.0,38.33,79720,69390.0,36.52,75970,66490.0,34.9,72590,61240.0,33.42,69500,,,,,,,,,
112,13-2041,Credit Analysts,73930,40.83,84930,74820.0,39.57,82300,74850.0,39.86,82900,72930.0,39.02,81160,70840.0,38.33,79720,69390.0,36.52,75970,66490.0,34.9,72590,61240.0,33.42,69500,59140.0,33.48,69640,62680.0,32.78,68180,,,
113,13-2052,Personal Financial Advisors,210190,57.35,119290,200260.0,58.54,121770,200920.0,59.68,124140,201850.0,59.18,123100,197580.0,56.76,118050,196490.0,51.97,108090,183420.0,48.04,99920,175470.0,43.66,90820,161790.0,43.7,90900,155360.0,43.85,91220,,,
114,13-2053,Insurance Underwriters,100050,37.33,77640,96040.0,36.96,76880,89910.0,37.34,77660,91650.0,36.29,75480,89960.0,34.93,72650,91720.0,33.93,70570,92540.0,33.71,70110,91810.0,33.27,69200,92840.0,32.46,67520,95350.0,31.35,65220,,,
115,13-2060,Financial Examiners,64550,44.39,92330,58590.0,43.42,90310,52580.0,44.12,91780,49750.0,42.76,88940,44200.0,42.46,88310,36830.0,41.57,86460,30680.0,41.82,86980,28060.0,40.49,84220,,,,,,,,,
116,13-2061,Financial Examiners,64550,44.39,92330,58590.0,43.42,90310,52580.0,44.12,91780,49750.0,42.76,88940,44200.0,42.46,88310,36830.0,41.57,86460,30680.0,41.82,86980,28060.0,40.49,84220,28050.0,40.2,83620,27860.0,39.58,82320,,,
117,13-2070,Credit Counselors and Loan Officers,340480,35.46,73750,340690.0,35.33,73490,343150.0,36.03,74940,339800.0,35.37,73570,334380.0,35.01,72810,330180.0,34.29,71330,329570.0,33.43,69540,314300.0,32.7,68010,,,,,,,,,
118,13-2071,Credit Counselors,32110,24.15,50230,35740.0,23.95,49820,35900.0,23.78,49460,34110.0,23.79,49480,30510.0,23.7,49310,29600.0,22.89,47600,27710.0,21.62,44960,27640.0,21,43670,29400.0,20.16,41940,29560.0,20.05,41700,,,
119,13-2072,Loan Officers,308370,36.64,76200,304950.0,36.67,76270,307240.0,37.46,77920,305700.0,36.67,76260,303870.0,36.14,75170,300580.0,35.42,73670,301860.0,34.52,71800,286670.0,33.82,70350,284530.0,32.67,67960,283330.0,31.68,65900,,,
120,13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",120430,26.27,54640,122640.0,25.45,52930,125380.0,25.26,52530,128480.0,24.56,51080,131700.0,24.24,50410,132230.0,24.11,50140,132600.0,23.84,49590,126700.0,23.62,49120,,,,,,,,,
121,13-2081,"Tax Examiners and Collectors, and Revenue Agents",53760,29.31,60960,54550.0,29.09,60500,56660.0,28.43,59140,58450.0,27.86,57950,59640.0,27.54,57280,63640.0,27.35,56890,64790.0,26.98,56120,65560.0,26.95,56050,67970.0,26.67,55480,68530.0,26.36,54830,,,
122,13-2082,Tax Preparers,66670,23.82,49550,68090.0,22.53,46860,68720.0,22.64,47090,70030.0,21.8,45340,72060.0,21.5,44730,68590.0,21.09,43870,67810.0,20.84,43350,61140.0,20.05,41700,59180.0,18.95,39410,56990.0,17.82,37060,,,
123,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",458510,45.27,94160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,15-0000,Computer and Mathematical Occupations,4552880,45.08,93760,4384300.0,44.01,91530,4261460.0,43.18,89810,4165140.0,42.25,87880,4005250.0,41.43,86170,3834180.0,40.37,83970,3696180.0,39.43,82010,3578220.0,38.55,80180,3406720.0,37.85,78730,3283950.0,37.13,77230,,,
125,15-1200,Computer Occupations,4358410,45.01,93620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,15-1210,Computer and Information Analysts,714640,46.91,97570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,15-1211,Computer Systems Analysts,589060,46.23,96160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,15-1212,Information Security Analysts,125570,50.1,104210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,15-1220,Computer and Information Research Scientists,30780,61.28,127460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,15-1221,Computer and Information Research Scientists,30780,61.28,127460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,15-1230,Computer Support Specialists,832750,28.51,59290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,15-1231,Computer Network Support Specialists,185430,33.1,68860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,15-1232,Computer User Support Specialists,647330,27.19,56550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,15-1240,Database and Network Administrators and Architects,632330,46.33,96380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,15-1241,Computer Network Architects,152420,55.34,115110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,15-1244,Network and Computer Systems Administrators,354450,42.51,88410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,15-1245,Database Administrators and Architects,125460,46.21,96110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,15-1250,"Software and Web Developers, Programmers, and Testers",1754750,51.44,106980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,15-1251,Computer Programmers,199540,44.53,92610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,1406870,53.66,111620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,15-1257,Web Developers and Digital Interface Designers,148340,39.6,82370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,15-1290,Miscellaneous Computer Occupations,393160,44.43,92410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,15-1299,"Computer Occupations, All Other",393160,44.43,92410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,15-2000,Mathematical Science Occupations,194460,46.59,96900,169480.0,44.63,92830,166530.0,43.49,90460,167770.0,42.42,88230,151380.0,42.33,88040,141200.0,42.08,87530,123070.0,41.57,86470,121720.0,40.74,84740,,,,,,,,,
145,15-2010,Actuaries,22260,58.16,120970,20760.0,55.89,116250,19210.0,55.21,114850,19940.0,54.87,114120,19770.0,53.15,110560,21490.0,52.93,110090,20080.0,51.8,107740,21340.0,51.29,106680,,,,,,,,,
146,15-2011,Actuaries,22260,58.16,120970,20760.0,55.89,116250,19210.0,55.21,114850,19940.0,54.87,114120,19770.0,53.15,110560,21490.0,52.93,110090,20080.0,51.8,107740,21340.0,51.29,106680,19590.0,49.52,103000,18320.0,47.41,98620,17940.0,         46.85,         97450
147,15-2020,Mathematicians,2630,51.57,107280,2580.0,50.42,104870,2730.0,50.33,104700,2730.0,50.77,105600,3170.0,54.11,112560,3130.0,50.17,104350,3030.0,49.67,103310,3250.0,48.69,101280,,,,,,,,,
148,15-2021,Mathematicians,2630,51.57,107280,2580.0,50.42,104870,2730.0,50.33,104700,2730.0,50.77,105600,3170.0,54.11,112560,3130.0,50.17,104350,3030.0,49.67,103310,3250.0,48.69,101280,2980.0,48.71,101320,2830.0,48.2,100260,2770.0,         45.16,         93920
149,15-2030,Operations Research Analysts,99680,43.56,90600,104200.0,42.48,88350,106050.0,41.59,86510,109150.0,40.55,84340,95860.0,40.47,84180,86950.0,39.88,82940,72680.0,39.26,81660,69180.0,38.38,79830,,,,,,,,,
150,15-2031,Operations Research Analysts,99680,43.56,90600,104200.0,42.48,88350,106050.0,41.59,86510,109150.0,40.55,84340,95860.0,40.47,84180,86950.0,39.88,82940,72680.0,39.26,81660,69180.0,38.38,79830,65030.0,37.9,78840,62210.0,37.01,76980,,,
151,15-2040,Statisticians,39090,46,95680,39920.0,44.52,92600,36540.0,42.78,88980,33440.0,40.94,85160,29870.0,40.6,84440,26970.0,40.39,84010,24950.0,40.05,83310,25570.0,38.25,79570,,,,,,,,,
152,15-2041,Statisticians,39090,46,95680,39920.0,44.52,92600,36540.0,42.78,88980,33440.0,40.94,85160,29870.0,40.6,84440,26970.0,40.39,84010,24950.0,40.05,83310,25570.0,38.25,79570,23770.0,37.16,77280,22830.0,36.57,76070,21370.0,         36.16,         75220
153,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",30810,48.35,100560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,17-0000,Architecture and Engineering Occupations,2592680,42.69,88800,2556220.0,42.01,87370,2516780.0,41.44,86190,2499050.0,40.53,84300,2475390.0,39.89,82980,2418020.0,39.19,81520,2380840.0,38.51,80100,2356530.0,37.98,79000,2310830.0,37.08,77120,2305530.0,36.32,75550,,,
155,17-1000,"Architects, Surveyors, and Cartographers",182650,39.06,81250,179380.0,38.61,80300,177030.0,37.97,78970,174720.0,36.66,76260,168660.0,35.85,74580,160590.0,35.02,72830,153200.0,34.51,71790,150150.0,34.16,71040,,,,,,,,,
156,17-1010,"Architects, Except Naval",126130,41.85,87060,123020.0,41.58,86480,122160.0,40.82,84910,119280.0,39.39,81920,113550.0,38.64,80370,107000.0,37.81,78640,100550.0,37.43,77850,98470.0,37.01,76990,,,,,,,,,
157,17-1011,"Architects, Except Landscape and Naval",105850,43.06,89560,104360.0,42.72,88860,103110.0,42.07,87500,99860.0,40.61,84470,93720.0,39.83,82850,88900.0,38.7,80490,84210.0,38.29,79650,82720.0,37.83,78690,83590.0,38.13,79300,87700.0,37.75,78530,,,
158,17-1012,Landscape Architects,20280,35.56,73970,18660.0,35.17,73160,19040.0,34.08,70880,19420.0,33.08,68820,19820.0,32.98,68600,18110.0,33.43,69530,16330.0,32.97,68570,15750.0,32.71,68030,15760.0,31.98,66520,16680.0,32.15,66880,,,
159,17-1020,"Surveyors, Cartographers, and Photogrammetrists",56520,32.84,68300,56360.0,32.12,66810,54870.0,31.6,65740,55440.0,30.8,64070,55110.0,30.12,62650,53580.0,29.44,61240,52650.0,28.95,60210,51680.0,28.71,59720,,,,,,,,,
160,17-1021,Cartographers and Photogrammetrists,11300,33.55,69790,11050.0,32.86,68340,11440.0,32.4,67390,12100.0,31.81,66160,11970.0,31.45,65410,11610.0,31.04,64570,11290.0,30.07,62540,11490.0,29.63,61640,11240.0,28.9,60110,11670.0,29.31,60970,,,
161,17-1022,Surveyors,45220,32.66,67920,45310.0,31.94,66440,43430.0,31.4,65300,43340.0,30.52,63480,43140.0,29.75,61880,41970.0,29,60310,41360.0,28.64,59570,40190.0,28.45,59180,42020.0,28.24,58740,43950.0,27.95,58140,50360.0,         27.61,         57420
162,17-2000,Engineers,1730720,48.45,100770,1700880.0,47.71,99230,1665220.0,47.21,98190,1635420.0,46.37,96440,1610480.0,45.79,95240,1574480.0,45.01,93630,1547580.0,44.31,92170,1530090.0,43.73,90960,,,,,,,,,
163,17-2010,Aerospace Engineers,63200,57.32,119220,63960.0,56.3,117100,65760.0,55.43,115300,68510.0,53.85,112010,66980.0,53.16,110570,69080.0,51.78,107700,71500.0,50.7,105450,80420.0,50.39,104810,,,,,,,,,
164,17-2011,Aerospace Engineers,63200,57.32,119220,63960.0,56.3,117100,65760.0,55.43,115300,68510.0,53.85,112010,66980.0,53.16,110570,69080.0,51.78,107700,71500.0,50.7,105450,80420.0,50.39,104810,79400.0,49.94,103870,78450.0,47.59,99000,,,
165,17-2020,Agricultural Engineers,1550,47.26,98290,1630.0,38.03,79090,1770.0,37.49,77970,1980.0,37.18,77330,2330.0,37.73,78490,2450.0,36.27,75440,2590.0,37.92,78880,2470.0,37.2,77370,,,,,,,,,
166,17-2021,Agricultural Engineers,1550,47.26,98290,1630.0,38.03,79090,1770.0,37.49,77970,1980.0,37.18,77330,2330.0,37.73,78490,2450.0,36.27,75440,2590.0,37.92,78880,2470.0,37.2,77370,2650.0,37.69,78400,2520.0,35.96,74790,,,
167,17-2030,Bioengineers and Biomedical Engineers,19780,46.68,97090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,17-2031,Bioengineers and Biomedical Engineers,19780,46.68,97090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,17-2040,Chemical Engineers,30120,56.29,117090,32060.0,55.03,114470,33500.0,54.05,112430,31990.0,50.68,105420,32230.0,49.98,103960,33470.0,49.8,103590,33300.0,50.16,104340,32190.0,49.17,102270,,,,,,,,,
170,17-2041,Chemical Engineers,30120,56.29,117090,32060.0,55.03,114470,33500.0,54.05,112430,31990.0,50.68,105420,32230.0,49.98,103960,33470.0,49.8,103590,33300.0,50.16,104340,32190.0,49.17,102270,27860.0,47.81,99440,28720.0,45.48,94590,,,
171,17-2050,Civil Engineers,310850,45.36,94360,306030.0,45.06,93720,298910.0,44.13,91790,287800.0,43.14,89730,275210.0,42.28,87940,263460.0,41.89,87130,262170.0,41.17,85640,258100.0,40.45,84140,,,,,,,,,
172,17-2051,Civil Engineers,310850,45.36,94360,306030.0,45.06,93720,298910.0,44.13,91790,287800.0,43.14,89730,275210.0,42.28,87940,263460.0,41.89,87130,262170.0,41.17,85640,258100.0,40.45,84140,254130.0,39.76,82710,249120.0,39.56,82280,,,
173,17-2060,Computer Hardware Engineers,67880,59.15,123030,60750.0,56.66,117840,66770.0,57.52,119650,72950.0,57.07,118700,75870.0,55.27,114970,76360.0,53.2,110650,77670.0,51.41,106930,79580.0,49.99,103980,,,,,,,,,
174,17-2061,Computer Hardware Engineers,67880,59.15,123030,60750.0,56.66,117840,66770.0,57.52,119650,72950.0,57.07,118700,75870.0,55.27,114970,76360.0,53.2,110650,77670.0,51.41,106930,79580.0,49.99,103980,71990.0,48.73,101360,66960.0,48.85,101600,,,
175,17-2070,Electrical and Electronics Engineers,314360,51.08,106240,320610.0,50.12,104250,318300.0,49.34,102620,315870.0,48.45,100770,313970.0,47.85,99520,308530.0,46.86,97460,303450.0,45.86,95380,295520.0,44.89,93380,,,,,,,,,
176,17-2071,Electrical Engineers,185570,49.75,103480,186490.0,48.85,101600,183370.0,47.87,99580,183770.0,47.41,98620,178580.0,46.8,97340,174550.0,46.05,95780,168100.0,44.89,93380,160560.0,44.14,91810,154250.0,42.88,89200,148770.0,42.2,87770,,,
177,17-2072,"Electronics Engineers, Except Computer",128800,52.99,110210,134110.0,51.89,107930,134930.0,51.33,106760,132100.0,49.89,103760,135390.0,49.23,102390,133990.0,47.91,99660,135350.0,47.05,97870,134960.0,45.79,95250,136310.0,45.51,94670,133660.0,44.58,92730,,,
178,17-2080,Environmental Engineers,53150,45.3,94220,53070.0,44.54,92640,52640.0,43.83,91180,52280.0,42.56,88530,52600.0,42.33,88040,53240.0,41.51,86340,53020.0,41.12,85520,50850.0,40.93,85140,,,,,,,,,
179,17-2081,Environmental Engineers,53150,45.3,94220,53070.0,44.54,92640,52640.0,43.83,91180,52280.0,42.56,88530,52600.0,42.33,88040,53240.0,41.51,86340,53020.0,41.12,85520,50850.0,40.93,85140,50350.0,40.07,83340,49800.0,39.98,83160,,,
180,17-2110,"Industrial Engineers, Including Health and Safety",317560,44.63,92830,305780.0,44.14,91800,291660.0,43.51,90500,281950.0,42.63,88680,272470.0,41.86,87070,261510.0,40.91,85080,254430.0,40,83190,243620.0,39.36,81870,,,,,,,,,
181,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",25860,45.58,94810,26230.0,45.01,93630,26130.0,44.32,92190,25410.0,43.36,90190,24900.0,42.21,87810,24530.0,40.79,84850,23850.0,39.1,81320,23490.0,38.35,79760,23170.0,37.76,78540,23390.0,37.6,78210,,,
182,17-2112,Industrial Engineers,291710,44.55,92660,279550.0,44.05,91630,265520.0,43.43,90340,256550.0,42.56,88530,247570.0,41.82,86990,236990.0,40.92,85110,230580.0,40.09,83390,220130.0,39.47,82100,211490.0,38.39,79840,202990.0,37.72,78450,,,
183,17-2120,Marine Engineers and Naval Architects,11360,47.47,98730,11350.0,47.58,98970,10960.0,46.59,96910,8120.0,48.01,99860,7600.0,48.12,100090,7570.0,47.67,99160,6640.0,45.21,94040,6880.0,46.22,96140,,,,,,,,,
184,17-2121,Marine Engineers and Naval Architects,11360,47.47,98730,11350.0,47.58,98970,10960.0,46.59,96910,8120.0,48.01,99860,7600.0,48.12,100090,7570.0,47.67,99160,6640.0,45.21,94040,6880.0,46.22,96140,5470.0,44.1,91730,5720.0,42.2,87770,,,
185,17-2130,Materials Engineers,26820,47.06,97890,26930.0,46.6,96930,27200.0,47.41,98610,26800.0,46.66,97050,27040.0,45.53,94690,24990.0,43.82,91150,24190.0,43.23,89930,22740.0,42.06,87490,,,,,,,,,
186,17-2131,Materials Engineers,26820,47.06,97890,26930.0,46.6,96930,27200.0,47.41,98610,26800.0,46.66,97050,27040.0,45.53,94690,24990.0,43.82,91150,24190.0,43.23,89930,22740.0,42.06,87490,22160.0,41.73,86790,21830.0,41.28,85860,,,
187,17-2140,Mechanical Engineers,306990,44.97,93540,303440.0,44.62,92800,291290.0,43.99,91500,285790.0,43.17,89800,278340.0,42.4,88190,270700.0,41.89,87140,258630.0,41.31,85930,252540.0,40.75,84770,,,,,,,,,
188,17-2141,Mechanical Engineers,306990,44.97,93540,303440.0,44.62,92800,291290.0,43.99,91500,285790.0,43.17,89800,278340.0,42.4,88190,270700.0,41.89,87140,258630.0,41.31,85930,252540.0,40.75,84770,238260.0,40.17,83550,234400.0,39.65,82480,,,
189,17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",6280,46.63,96990,5780.0,47.32,98420,6150.0,49.86,103710,6940.0,49.52,103010,8000.0,51.87,107880,8200.0,48.54,100970,7990.0,46.61,96950,7640.0,43.87,91250,,,,,,,,,
190,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",6280,46.63,96990,5780.0,47.32,98420,6150.0,49.86,103710,6940.0,49.52,103010,8000.0,51.87,107880,8200.0,48.54,100970,7990.0,46.61,96950,7640.0,43.87,91250,6630.0,43.3,90070,6270.0,41.99,87350,,,
191,17-2160,Nuclear Engineers,15850,58.03,120700,15980.0,53.26,110790,16700.0,52.36,108910,17680.0,50.94,105950,16880.0,50.99,106060,16520.0,50.3,104630,16400.0,51.38,106860,19930.0,51.51,107140,,,,,,,,,
192,17-2161,Nuclear Engineers,15850,58.03,120700,15980.0,53.26,110790,16700.0,52.36,108910,17680.0,50.94,105950,16880.0,50.99,106060,16520.0,50.3,104630,16400.0,51.38,106860,19930.0,51.51,107140,18430.0,50.56,105160,18610.0,48.8,101500,,,
193,17-2170,Petroleum Engineers,32620,75.37,156780,32510.0,75.18,156370,32010.0,74.41,154780,32780.0,70.69,147030,34600.0,71.92,149590,33740.0,70.92,147520,34910.0,71.72,149180,36410.0,70.9,147470,,,,,,,,,
194,17-2171,Petroleum Engineers,32620,75.37,156780,32510.0,75.18,156370,32010.0,74.41,154780,32780.0,70.69,147030,34600.0,71.92,149590,33740.0,70.92,147520,34910.0,71.72,149180,36410.0,70.9,147470,30880.0,66.82,138980,28210.0,61.53,127970,,,
195,17-2190,Miscellaneous Engineers,152340,49.26,102460,142030.0,47.8,99410,131500.0,47.74,99310,123390.0,47.71,99250,125460.0,47.19,98150,124570.0,46.32,96350,120810.0,45.34,94310,122410.0,44.87,93330,,,,,,,,,
196,17-2199,"Engineers, All Other",152340,49.26,102460,142030.0,47.8,99410,131500.0,47.74,99310,123390.0,47.71,99250,125460.0,47.19,98150,124570.0,46.32,96350,120810.0,45.34,94310,122410.0,44.87,93330,125590.0,44.36,92260,139610.0,44.12,91770,,,
197,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",679310,29,60320,675960.0,28.56,59410,674540.0,28.1,58450,688900.0,27.66,57530,696250.0,27.24,56650,682950.0,26.77,55670,680070.0,26.2,54490,676280.0,25.82,53700,,,,,,,,,
198,17-3010,Drafters,192760,28.6,59480,193260.0,27.97,58180,195510.0,27.44,57080,202710.0,27.16,56500,205190.0,26.84,55820,199260.0,26.37,54850,196460.0,25.79,53640,189570.0,25.25,52520,,,,,,,,,
199,17-3011,Architectural and Civil Drafters,98800,27.92,58080,97610.0,27.26,56700,95960.0,26.5,55110,96810.0,26.1,54290,95280.0,25.71,53470,91520.0,25.23,52480,88860.0,24.64,51250,83410.0,24.3,50550,85740.0,24.11,50160,89670.0,23.43,48740,,,
200,17-3012,Electrical and Electronics Drafters,24140,31.6,65720,24900.0,30.96,64400,26060.0,30.64,63720,26750.0,30.48,63390,29200.0,30.24,62890,29390.0,29.83,62040,29600.0,29.01,60350,28160.0,28.12,58490,28010.0,27.52,57240,27960.0,26.9,55960,,,
201,17-3013,Mechanical Drafters,55210,29.09,60500,56170.0,28.37,59010,58190.0,27.96,58150,63630.0,27.63,57480,65250.0,27.22,56610,64070.0,26.57,55260,63180.0,26.21,54510,63220.0,25.61,53270,64090.0,25.07,52150,64440.0,24.62,51200,,,
202,17-3019,"Drafters, All Other",14600,26.37,54840,14580.0,26.08,54240,15300.0,25.96,53990,15530.0,26.16,54410,15470.0,25.8,53660,14270.0,25.7,53450,14820.0,24.49,50930,14780.0,23.58,49050,16070.0,23.25,48370,15210.0,23.17,48190,,,
203,17-3020,"Engineering Technologists and Technicians, Except Drafters",433520,29.87,62130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,17-3021,Aerospace Engineering and Operations Technologists and Technicians,11540,32.86,68340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,17-3022,Civil Engineering Technologists and Technicians,68870,26.67,55480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,17-3023,Electrical and Electronic Engineering Technologists and Technicians,122550,31.84,66240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,14290,29.53,61420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,17-3025,Environmental Engineering Technologists and Technicians,18010,26.32,54740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,17-3026,Industrial Engineering Technologists and Technicians,67110,28.56,59400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,17-3027,Mechanical Engineering Technologists and Technicians,42820,28.44,59160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,17-3030,Surveying and Mapping Technicians,53030,23.32,48500,52300.0,22.93,47690,51890.0,22.28,46350,53920.0,21.87,45490,53620.0,21.54,44800,50750.0,21.09,43870,47950.0,20.93,43540,47000.0,20.52,42680,,,,,,,,,
212,17-3031,Surveying and Mapping Technicians,53030,23.32,48500,52300.0,22.93,47690,51890.0,22.28,46350,53920.0,21.87,45490,53620.0,21.54,44800,50750.0,21.09,43870,47950.0,20.93,43540,47000.0,20.52,42680,48590.0,20.22,42050,53870.0,19.41,40370,,,
213,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",88330,31.7,65940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,19-0000,"Life, Physical, and Social Science Occupations",1288920,37.28,77540,1171910.0,36.62,76160,1148300.0,35.76,74370,1152840.0,35.06,72930,1146110.0,34.24,71220,1144440.0,33.69,70070,1135030.0,33.37,69400,1104100.0,32.87,68360,1082370.0,32.44,67470,1064510.0,31.92,66390,,,
